,state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,pressure,humidity,soil_type,N,P,K,production,Yield
222,Maharashtra,AHMEDNAGAR,2004,Kharif     ,Ragi,3000.0,21.009010582362883,2.08781174716316,1013.3110316401182,21.20191479392043,sandy,6.93,17.71,0.0,2400.0,0.8
223,Maharashtra,AHMEDNAGAR,2004,Kharif     ,Rice,8000.0,20.06243723890688,2.0222041896125167,1013.8808578132,21.32067628241032,silty,52.08,0.0,0.0,5800.0,0.725
224,Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sesamum,1100.0,21.97640741450653,1.9987630980196256,1013.329645444666,21.68847852019035,silty,8.6,8.6,0.0,400.0,0.3636363636363636
225,Maharashtra,AHMEDNAGAR,2004,Kharif     ,Sunflower,11000.0,21.958031265037064,2.068260305121255,1015.567851060308,20.417762432451365,silty,2.16,2.16,2.16,5800.0,0.5272727272727272
226,Maharashtra,AHMEDNAGAR,2004,Kharif     ,Urad,5000.0,21.16084115535408,2.043897105975397,1015.2446233663688,21.700593175927803,chalky,38.25,38.25,38.25,3100.0,0.62
227,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Gram,61700.0,20.87109541476876,1.9765854607843476,1014.26460050603,21.93395560685179,clay,0.0,20.08,0.0,40900.0,0.6628849270664505
228,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Jowar,555000.0,20.265386201695584,2.0646235683840404,1014.645902920142,20.566518994577457,peaty,3.13,8.138,8.138,263300.0,0.4744144144144144
229,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Linseed,1100.0,20.307928264279408,2.00589891721663,1015.9093942999745,20.79183399643649,clay,38.688,103.168,51.584,200.0,0.1818181818181818
230,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Maize,10900.0,21.12520441333356,2.0213467046495706,1014.4147629946558,21.46628192183922,chalky,7.588,7.588,0.0,22100.0,2.027522935779817
231,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other  Rabi pulses,300.0,20.64139377378329,1.9788869401617395,1013.6922707936144,21.98550720865107,sandy,1.596,3.99,1.596,100.0,0.3333333333333333
232,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Other Cereals & Millets,900.0,21.476141065491024,1.988774472804262,1013.9959264503268,20.44064081976517,loamy,0.0,0.0,0.0,200.0,0.2222222222222222
233,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Rapeseed &Mustard,200.0,21.593598755766976,1.9780976372487056,1013.8674666399892,20.622943263063444,chalky,2.8,3.5,0.0,0.0,0.0
234,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Safflower,20800.0,21.947174478169103,2.100640933185057,1014.9154635983958,21.073254204141108,silty,2.525,0.0,0.0,12400.0,0.5961538461538461
235,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sesamum,100.0,21.66510516417552,2.00927848857094,1015.8453513489118,20.97387975092725,silty,3.91,3.91,0.0,0.0,0.0
236,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Soyabean,35500.0,21.18484032164324,1.995374656152108,1015.1106764185088,20.65078092904791,clay,0.0,0.0,0.0,51800.0,1.4591549295774648
237,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Sunflower,2600.0,20.271454923269133,1.9722140544023332,1015.0476728384826,20.67271475654052,sandy,920.828,0.0,0.0,1500.0,0.5769230769230769
238,Maharashtra,AHMEDNAGAR,2004,Rabi       ,Wheat,89300.0,21.22613534057662,2.0157173056351256,1013.4432302482886,20.204401425045976,silt,7.992,20.424,0.0,154600.0,1.7312430011198208
239,Maharashtra,AHMEDNAGAR,2004,Summer     ,Groundnut,9500.0,22.052658253956448,2.0116595217255067,1013.786073760489,22.05663766694358,peaty,40.908,0.0,0.0,11700.0,1.231578947368421
240,Maharashtra,AHMEDNAGAR,2004,Summer     ,Maize,3100.0,20.61042203314424,2.086415353817239,1013.6703386304232,20.85674775986749,silt,7.66,7.66,0.0,4300.0,1.3870967741935485
241,Maharashtra,AHMEDNAGAR,2004,Summer     ,Sunflower,100.0,21.16043730618788,2.0112702879042823,1015.1854020609514,21.94412261505465,chalky,0.975,0.975,0.975,100.0,1.0
242,Maharashtra,AHMEDNAGAR,2004,Whole Year ,Cotton(lint),15900.0,21.518682026077443,2.093915841675737,1015.6195638520549,21.565967846285464,silty,38.25,38.25,38.25,26700.0,1.679245283018868
243,Maharashtra,AHMEDNAGAR,2004,Whole Year ,Sugarcane,17000.0,21.566305578311702,2.09068885786069,1014.2472558741692,20.3165680751205,silt,0.0,15.712,0.0,1001800.0,58.92941176470588
244,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Arhar/Tur,11100.0,20.966018557489807,2.1083673599774158,1015.5684628239076,21.07097439523818,sandy,3.61,9.386,9.386,3800.0,0.3423423423423423
245,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Bajra,217700.0,20.929951859085158,1.9719815583649536,1014.9489780306262,20.957359001789097,peaty,37.704,100.544,50.272,54800.0,0.2517225539733578
246,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Castor seed,400.0,20.346374818734688,2.059649405534893,1014.624346951966,21.48756625527997,peaty,4.62,4.62,0.0,100.0,0.25
247,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Cotton(lint),16600.0,20.31004272329432,2.0225201424358303,1013.4794370946815,21.35985696118147,clay,2.422,6.055,2.422,22800.0,1.3734939759036144
248,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Groundnut,4900.0,20.99684988855154,2.0235038511379577,1013.8176873539342,20.915970723064287,sandy,0.0,0.0,0.0,2400.0,0.4897959183673469
249,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Moong(Green Gram),8700.0,20.645078998863895,2.0073545167596234,1013.0857954148136,20.067704984684536,clay,2.288,2.86,0.0,2400.0,0.2758620689655172
250,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Niger seed,2300.0,20.45653527613544,1.9948790111336003,1014.808681933404,21.732914170015107,sandy,2.1,0.0,0.0,700.0,0.3043478260869565
251,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Ragi,2900.0,20.900418733244717,1.996606588761091,1015.7905551497456,21.913268999400117,clay,1.771,1.771,0.0,2300.0,0.7931034482758621
252,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Rice,800.0,21.563941485387296,2.0051469417720496,1014.0552762485436,20.182008990597645,silt,0.0,0.0,0.0,400.0,0.5
253,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sesamum,1000.0,20.748711171202157,2.085233483434055,1015.6778638143284,21.662021457343855,sandy,890.974,0.0,0.0,200.0,0.2
254,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Soyabean,37500.0,20.040547871766726,2.0066168246656373,1013.3511671145988,20.55981720200288,silt,6.858,17.526,0.0,38800.0,1.0346666666666666
255,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sugarcane,56600.0,21.32324682294355,2.010811502774623,1015.1404334505816,21.842244645248226,silt,27.195,0.0,0.0,4395300.0,77.65547703180212
256,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Sunflower,10100.0,20.943642479819584,2.0915374701234453,1013.221123944821,21.106409165352662,sandy,7.46,7.46,0.0,5900.0,0.5841584158415841
257,Maharashtra,AHMEDNAGAR,2005,Kharif     ,Urad,3700.0,20.377075285274557,2.096078058912081,1015.0588254779452,20.08433982027234,clay,0.045,0.045,0.045,1300.0,0.3513513513513513
258,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Gram,68600.0,21.337755172634605,2.025531619632156,1014.936539312219,20.361847267030736,peaty,38.25,38.25,38.25,47100.0,0.6865889212827988
259,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Linseed,1200.0,20.7783855795021,2.0732914854800866,1013.298301081713,20.54621399724708,silty,0.0,10.368,0.0,400.0,0.3333333333333333
260,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Rapeseed &Mustard,300.0,21.429762961321963,2.107467673418901,1013.7779089615544,20.93785842965111,loamy,5.3,13.78,13.78,100.0,0.3333333333333333
261,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Safflower,21000.0,20.98680407445848,1.9810277938079437,1013.3883713227158,21.81905257498996,loamy,36.84,98.24,49.12,7200.0,0.3428571428571428
262,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sesamum,100.0,21.846457671099387,2.0883646275326364,1014.3843463985276,20.07984484166186,loamy,3.276,3.276,0.0,100.0,1.0
263,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Sunflower,2500.0,21.78879367284139,2.064881696842744,1013.2767373347284,21.44093510900512,sandy,1.288,3.22,1.288,1000.0,0.4
264,Maharashtra,AHMEDNAGAR,2005,Rabi       ,Wheat,103100.0,20.643808686102037,1.9835606256919815,1015.6328594760477,21.295508255694227,silty,0.0,0.0,0.0,153800.0,1.4917555771096025
265,Maharashtra,AHMEDNAGAR,2005,Summer     ,Groundnut,9500.0,20.16411061573388,2.0520875979679416,1014.158760609275,20.865563326453028,sandy,0.0,0.0,0.0,16200.0,1.7052631578947368
266,Maharashtra,AHMEDNAGAR,2005,Summer     ,Sunflower,100.0,20.343828035442243,2.007106794134476,1015.9575593525204,21.208007172987312,peaty,1.325,0.0,0.0,100.0,1.0
267,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Arhar/Tur,13000.0,21.088987380338605,2.1054351764422097,1013.752053479114,20.261044560433437,silty,5.98,5.98,0.0,6600.0,0.5076923076923077
268,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Bajra,243900.0,22.011323081996853,2.001441661241944,1013.7041622110768,20.84597865593307,peaty,0.0,0.0,0.0,148900.0,0.6104961049610496
269,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Cotton(lint),20600.0,20.57530486459717,2.0575253803054645,1013.3481484706064,21.828751202279875,loamy,740.002,0.0,0.0,36500.0,1.7718446601941749
270,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Groundnut,6100.0,20.44637138991259,2.105605424313632,1013.7725218634546,21.81925249848773,sandy,32.508,83.076,0.0,4800.0,0.7868852459016393
271,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Jowar,100.0,20.404441777759992,2.0181873369992123,1014.8365516116218,21.767711333820078,clay,7.371,0.0,0.0,100.0,1.0
272,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Maize,17900.0,21.395483452279592,2.073764547398859,1014.015944648924,21.815645167989288,loamy,16.82,16.82,0.0,42400.0,2.368715083798883
273,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Moong(Green Gram),16700.0,21.124207855672392,2.093508101685681,1014.0962730265386,20.89689923916831,chalky,5.7,5.7,5.7,9900.0,0.592814371257485
274,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Niger seed,2700.0,20.48710294456493,2.023102434598297,1014.48906144037,21.066710898600896,loamy,0.0,0.0,0.0,700.0,0.2592592592592592
275,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Ragi,3100.0,20.87770455692938,2.0930372260608947,1014.9545172258509,20.82808820241371,sandy,0.0,36.0,0.0,2100.0,0.6774193548387096
276,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Rice,8400.0,20.939122693934557,2.040387807918748,1014.467441196943,21.08355067064062,sandy,6.68,17.368,17.368,6600.0,0.7857142857142857
277,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sesamum,900.0,20.14926013220068,2.047296129269508,1014.2319220628076,21.00200484172635,chalky,7.656,20.416,10.208,200.0,0.2222222222222222
278,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Soyabean,49000.0,20.0829158577622,2.076987649120299,1013.5548737255295,20.425058850333187,chalky,1.148,1.148,0.0,64500.0,1.316326530612245
279,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Sunflower,11800.0,20.321562362658764,2.0271037591480408,1014.5751446942678,21.15522229911362,silt,0.0,0.0,0.0,6000.0,0.5084745762711864
280,Maharashtra,AHMEDNAGAR,2006,Kharif     ,Urad,6100.0,21.107080883935048,2.073071021742835,1015.231478430556,20.80618721118651,sandy,0.0,0.0,0.0,2400.0,0.3934426229508196
281,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Gram,95800.0,21.14751829170388,2.017978089236996,1015.0222371347812,20.17787768728191,loamy,0.224,0.28,0.0,65700.0,0.68580375782881
282,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Jowar,528400.0,21.71038847085629,1.9750924402722905,1015.9248560341978,21.28923769321684,silt,0.5,0.0,0.0,274000.0,0.5185465556396669
283,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Linseed,1000.0,21.994465952474084,2.0367772353356988,1013.318066305846,20.722061778361223,chalky,0.0,0.0,0.0,300.0,0.3
284,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Maize,15300.0,21.482100230656624,2.016907836123053,1014.7906603455232,20.45381788410001,silty,598.552,0.0,0.0,20000.0,1.30718954248366
285,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Rapeseed &Mustard,100.0,20.28749137785615,2.011767419748453,1013.949133266055,22.0630109470242,peaty,7.182,18.354,0.0,25.0,0.25
286,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Safflower,17100.0,21.204713560497822,1.9941823960455436,1014.6888131517904,20.48934867561444,silt,35.742,0.0,0.0,9300.0,0.543859649122807
287,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sesamum,100.0,21.059629132606467,1.987887450700736,1015.0987835861466,20.690082747920133,chalky,8.74,8.74,0.0,100.0,1.0
288,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Sunflower,2800.0,20.55342750560881,2.070771961412672,1014.7322070729166,21.874249073997102,silty,0.615,0.615,0.615,1100.0,0.3928571428571428
289,Maharashtra,AHMEDNAGAR,2006,Rabi       ,Wheat,153900.0,21.307158349136408,2.025248826603198,1013.7402630589584,21.234319233357617,sandy,38.25,38.25,38.25,248100.0,1.612085769980507
290,Maharashtra,AHMEDNAGAR,2006,Summer     ,Groundnut,8300.0,21.875613727092585,2.066132902576317,1013.535215167606,21.67963464604904,silty,0.0,3.104,0.0,13100.0,1.5783132530120485
291,Maharashtra,AHMEDNAGAR,2006,Summer     ,Maize,1200.0,21.60132298411133,1.991673695365744,1015.723670681826,20.390383855475044,sandy,4.53,11.778,11.778,1800.0,1.5
292,Maharashtra,AHMEDNAGAR,2006,Summer     ,Sunflower,100.0,21.269442254723355,2.0145634254135407,1015.8291146236868,21.604338629894848,silty,39.204,104.544,52.272,100.0,1.0
293,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Arhar/Tur,146.0,21.69707277872197,2.070392939909117,1013.9555136792432,21.36345664923889,chalky,4.284,4.284,0.0,79.0,0.541095890410959
294,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Bajra,2326.0,20.7619359935821,2.0657618940539755,1013.186751441786,21.86618067669769,chalky,0.0,0.0,0.0,1741.0,0.7484952708512468
295,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Castor seed,4.0,21.241532301544183,2.020390601082453,1013.0073836236952,21.4076110385804,silt,1.501,1.501,1.501,1.0,0.25
296,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Cotton(lint),400.0,20.142407261167246,1.9724784241453084,1014.0560817293,20.833379189434524,silty,1.728,2.16,0.0,821.0,2.0525
297,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Groundnut,61.0,21.83021978508973,2.0206873536210894,1015.368852335102,20.659424970668766,peaty,2.65,0.0,0.0,54.0,0.8852459016393442
298,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Jowar,1.0,20.96048252824957,2.0979731516822966,1015.8420870570936,20.67459976204015,chalky,3.496,3.496,0.0,1.0,1.0
299,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Maize,236.0,20.71045962712837,2.0385398774228425,1015.2479835840976,20.711790709764937,sandy,0.0,0.0,0.0,735.0,3.114406779661017
300,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Moong(Green Gram),210.0,20.64809783829825,2.036099913942987,1015.682012507778,20.43727980923426,silt,834.164,0.0,0.0,144.0,0.6857142857142857
301,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Ragi,26.0,20.61108941102896,1.986511039823964,1013.9536086043776,21.512788126080807,chalky,4.068,10.396,0.0,23.0,0.8846153846153846
302,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Rice,86.0,20.85169347945772,1.9730184713554284,1013.3133713418606,21.82107233539108,peaty,49.329,0.0,0.0,102.0,1.186046511627907
303,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sesamum,8.0,20.684825904058467,2.0831430132957403,1014.3612386781176,21.202404162891337,sandy,6.38,6.38,0.0,3.0,0.375
304,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Soyabean,554.0,20.078534746095222,2.101080906721729,1014.3814538501946,20.527604985917257,loamy,0.825,0.825,0.825,845.0,1.5252707581227436
305,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Sunflower,94.0,20.67985673922717,2.105121207324486,1015.4450201291324,20.242460449934217,silty,38.25,38.25,38.25,69.0,0.7340425531914894
306,Maharashtra,AHMEDNAGAR,2007,Kharif     ,Urad,93.0,21.056915179632856,2.04493364282966,1015.2285853913544,20.690541858405897,loamy,0.0,5.184,0.0,36.0,0.3870967741935484
307,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Gram,873.0,20.095970127818443,2.106148690614451,1015.0007971814972,20.93511131700993,clay,2.08,5.408,5.408,603.0,0.6907216494845361
308,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Jowar,5034.0,21.483981376151608,2.011192462379269,1013.2340754492828,20.48033615847904,clay,22.572,60.192,30.096,2840.0,0.5641636869288836
309,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Linseed,11.0,21.36821249262861,2.0428146443511963,1014.1691380205758,21.144156603002894,peaty,8.876,8.876,0.0,3.0,0.2727272727272727
310,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Maize,125.0,21.77145208797677,2.0667293760221104,1013.9131008052204,20.69521042674648,silty,0.0,0.0,0.0,274.0,2.192
311,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Rapeseed &Mustard,2.0,21.67691185413081,2.107042679290915,1014.1246515431974,20.68966281259442,sandy,0.0,0.0,0.0,1.0,0.5
312,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Safflower,146.0,20.653020605947788,1.9760471110189288,1013.6911182573624,20.597212226835182,silt,1.6,2.0,0.0,87.0,0.5958904109589042
313,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sesamum,1.0,21.03941981952716,2.0701443875420305,1015.6573815522518,20.45309798529348,silty,1.775,0.0,0.0,1.0,1.0
314,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Sunflower,25.0,21.134561484602703,2.0952797364866638,1014.7597894085108,20.819111454006705,peaty,2.484,2.484,0.0,29.0,1.16
315,Maharashtra,AHMEDNAGAR,2007,Rabi       ,Wheat,1309.0,20.50033368006061,2.0581130198594515,1015.9249813628724,21.916683418687995,peaty,0.0,0.0,0.0,2711.0,2.071046600458365
316,Maharashtra,AHMEDNAGAR,2007,Summer     ,Groundnut,26.0,21.580769311023207,2.015738154186337,1013.5149685778304,21.43853609349585,peaty,843.64,0.0,0.0,40.0,1.5384615384615383
317,Maharashtra,AHMEDNAGAR,2007,Summer     ,Maize,11.0,21.749839629566583,2.0145883772554614,1015.3272176226318,21.44758824255477,peaty,6.39,16.33,0.0,16.0,1.4545454545454546
318,Maharashtra,AHMEDNAGAR,2007,Summer     ,Sunflower,1.0,21.89982128457073,2.087207266349951,1013.783971663814,21.92024373696638,silty,50.673,0.0,0.0,1.0,1.0
319,Maharashtra,AHMEDNAGAR,2007,Whole Year ,Sugarcane,1333.0,20.16201418200766,2.006829324890292,1013.8706114464054,20.47321974870068,clay,8.54,8.54,0.0,103974.0,78.0
320,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Arhar/Tur,2700.0,20.909493514136862,2.07987361042673,1013.009623462836,20.449414679709488,silty,2.535,2.535,2.535,1200.0,0.4444444444444444
321,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Bajra,128200.0,20.59264248531595,1.994238299153336,1014.3802925843752,21.751971750617184,silt,38.25,38.25,38.25,92400.0,0.7207488299531981
322,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Castor seed,100.0,21.41614380107142,2.0702545435536357,1015.6258603556644,20.15090405512836,clay,0.0,25.136,0.0,25.0,0.25
323,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Cotton(lint),59300.0,20.940455482402918,2.0604670107134613,1013.7272091736533,22.03796760670235,silty,7.36,19.136,19.136,93300.0,1.5733558178752107
324,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Groundnut,2600.0,21.920195814053223,2.04052335879275,1014.119284803868,21.79031707478746,clay,16.008,42.688,21.344,2200.0,0.8461538461538461
325,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Jowar,100.0,21.31787975677148,2.0858479000104797,1014.193782226919,20.063413925770316,silt,6.44,6.44,0.0,100.0,1.0
326,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Maize,22100.0,20.597073377436875,1.9910939410801785,1013.7117989280576,20.744919107071173,sandy,3.304,8.26,3.304,69500.0,3.1447963800904977
327,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Moong(Green Gram),600.0,20.20061329323012,2.003728867442333,1015.9260563372744,22.02874795926216,loamy,0.152,0.152,0.152,100.0,0.1666666666666666
328,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Niger seed,1400.0,20.412087649905597,2.082259918747901,1015.6901658164934,20.695724598842716,silty,4.0,5.0,0.0,400.0,0.2857142857142857
329,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Ragi,2600.0,20.701098824691314,1.9808166638203797,1015.9350903084542,20.310511692825006,sandy,1.5,0.0,0.0,2600.0,1.0
330,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Rice,9300.0,20.02643344265435,2.056005732334571,1013.34370258171,20.71316995030987,sandy,10.58,10.58,0.0,9100.0,0.978494623655914
331,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sesamum,100.0,21.913012299343052,2.0513280435898174,1013.9228084925636,20.497921326971465,chalky,0.0,0.0,0.0,100.0,1.0
332,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Soyabean,55500.0,20.345235799978163,2.101169592780772,1013.303211358482,21.77643506734907,loamy,906.844,0.0,0.0,40100.0,0.7225225225225225
333,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sugarcane,77500.0,21.151914085845718,2.001454552700069,1013.3934523264954,21.41386187906041,clay,6.21,15.87,0.0,5564800.0,71.80387096774193
334,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Sunflower,3900.0,21.638880970841623,2.0339975509715438,1014.9763884470792,20.686312433444268,chalky,71.064,0.0,0.0,2100.0,0.5384615384615384
335,Maharashtra,AHMEDNAGAR,2008,Kharif     ,Urad,600.0,21.124044230223816,2.04376821941264,1014.3194023729508,20.79730370468422,clay,8.46,8.46,0.0,200.0,0.3333333333333333
336,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Gram,90500.0,22.02135833573156,2.0347299631534788,1014.47458524834,20.96888644327325,sandy,1.95,1.95,1.95,65700.0,0.7259668508287292
337,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Jowar,507200.0,20.47531023067057,2.0580797039196,1013.8081462975812,20.756566799631383,silty,38.25,38.25,38.25,327800.0,0.6462933753943217
338,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Linseed,600.0,21.571702246340028,2.072663125790629,1015.0752306076809,21.83126021289658,sandy,0.0,14.128,0.0,100.0,0.1666666666666666
339,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Maize,102.0,20.073148595225835,2.073735947705796,1015.5884698886632,20.64585977661624,peaty,10.09,26.234,26.234,280.0,2.7450980392156863
340,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Rapeseed &Mustard,100.0,21.39288135418768,1.9922182622681148,1015.5536808227524,20.68546886773957,chalky,38.892,103.712,51.856,10.0,0.1
341,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Safflower,11100.0,21.483782688175896,2.041723617714891,1013.4806060644072,20.513185855657092,peaty,5.096,5.096,0.0,7000.0,0.6306306306306306
342,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Sesamum,100.0,21.097491835136037,2.055067060217091,1013.1743610064976,21.629672958354742,chalky,0.0,0.0,0.0,100.0,1.0
343,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Sunflower,2500.0,20.5607994536139,2.056388219027963,1014.4243446699928,20.559419789295468,peaty,0.0,0.0,0.0,1700.0,0.68
344,Maharashtra,AHMEDNAGAR,2008,Rabi       ,Wheat,138200.0,20.97508461667455,2.0745356904713765,1015.0652919060446,20.939695884640035,clay,3.84,4.8,0.0,219200.0,1.5861070911722142
345,Maharashtra,AHMEDNAGAR,2008,Whole Year ,Sugarcane,77500.0,21.55607759693204,2.012633842106049,1013.8199535178352,21.235072544891423,silt,2.775,0.0,0.0,5564800.0,71.80387096774193
346,Maharashtra,AHMEDNAGAR,2009,Kharif     ,Arhar/Tur,12100.0,21.076058705559067,2.070020211293956,1013.7967564493192,21.856428634551538,peaty,4.531,4.531,0.0,6200.0,0.512396694214876
347,Maharashtra,AHMEDNAGAR,2009,Kharif     ,Bajra,190700.0,21.756477891309647,1.9722450348822484,1013.786827307364,20.554414451845453,sandy,0.0,0.0,0.0,115400.0,0.605138961719979
